16333;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16334;;;;;;;;;;;;;;;;;
16335;# sent = 1194;;;;;;;;;;;;;;;;
16336;# speaker = А;;;;;;;;;;;;;;;;
16337;# sent = 1195;;;;;;;;;;;;;;;;
16338;;Серьёзно;СЕРЬЕЗНО;A - - sg brev n -;;;   _Серьёзно_ ?  ;о;н;з;ё;ь;р;ADV;СЕРЬЕЗНО;ADV -;О
16339;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
16340;;;;;;;;;;;;;;;;;
16341;# sent = 1196;;;;;;;;;;;;;;;;
16342;# speaker = М;;;;;;;;;;;;;;;;
16343;# sent = 1197;;;;;;;;;;;;;;;;
16344;;Да;ДА;PART;;;   _Да_ , ну типо;а;д;;;;;PART;ДА;PART;А
16345;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16346;;ну;НУ;PART;;; Да , _ну_ типо у меня;у;н;;;;;PART;НУ;PART;У
16347;;типо;ТИПО;PART;;;Да , ну _типо_ у меня тоже;о;п;и;т;;;PART;ТИПО;PART;О
16348;;у;У;PR;;;, ну типо _у_ меня тоже зеленые;у;;;;;;PR;У;PR;У
16349;;меня;Я;SPRO sg 1p - gen;;;ну типо у _меня_ тоже зеленые глаза;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;Я
16350;;тоже;ТОЖЕ;PART;;;типо у меня _тоже_ зеленые глаза иии;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
16351;;зеленые;ЗЕЛЕНЫЙ;A - nom pl plen - inan;;;у меня тоже _зеленые_ глаза иии вот;е;ы;н;е;л;е;A;ЗЕЛЕНЫЙ;A - acc pl plen - inan;Й
16352;;глаза;ГЛАЗ;S m inan nom pl;;;меня тоже зеленые _глаза_ иии вот ,;а;з;а;л;г;;S;ГЛАЗ;S m inan acc pl;З
16353;;иии;И;CONJ;distort;;тоже зеленые глаза _иии_ вот , все;и;и;и;;;;CONJ;И;CONJ distort;И
16354;;вот;ВОТ;PART;;;зеленые глаза иии _вот_ , все .;т;о;в;;;;PART;ВОТ;PART;Т
16355;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16356;;всё;ВСЁ;INTJ;;;иии вот , _всё_ .  ;ё;с;в;;;;INTJ;ВСЕ;S - - acc pl;Ё
16357;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16358;;;;;;;;;;;;;;;;;
16359;# sent = 1198;;;;;;;;;;;;;;;;
16360;# speaker = М;;;;;;;;;;;;;;;;
16361;# sent = 1199;;;;;;;;;;;;;;;;
16362;;Ну;НУ;PART;;;   _Ну_ и типо она;у;н;;;;;PART;НУ;PART;У
16363;;и;И;CONJ;;;  Ну _и_ типо она в;и;;;;;;CONJ;И;CONJ;И
16364;;типо;ТИПО;PART;;; Ну и _типо_ она в розовом;о;п;и;т;;;PART;ТИПО;PART;О
16365;;она;ОНА;SPRO sg 3p f nom;;;Ну и типо _она_ в розовом ,;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
16366;;в;В;PR;;;и типо она _в_ розовом , а;в;;;;;;PR;В;PR;В
16367;;розовом;РОЗОВЫЙ;A - loc sg plen m -;;;типо она в _розовом_ , а я;м;о;в;о;з;о;A;РОЗОВЫЙ;A - loc sg plen m -;Й
16368;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16369;;а;А;CONJ;;;в розовом , _а_ я люблю розовый;а;;;;;;CONJ;А;CONJ;А
16370;;я;Я;SPRO sg 1p - nom;;;розовом , а _я_ люблю розовый .;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16371;;люблю;ЛЮБИТЬ;V ipf praes sg indic - 1p;;;, а я _люблю_ розовый . ;ю;л;б;ю;л;;V;ЛЮБИТЬ;V ipf praes sg indic - 1p;Ь
16372;;розовый;РОЗОВЫЙ;A - acc sg plen m -;;;а я люблю _розовый_ .  ;й;ы;в;о;з;о;A;РОЗОВЫЙ;A - nom sg plen m -;Й
16373;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16374;;;;;;;;;;;;;;;;;
16375;# sent = 1200;;;;;;;;;;;;;;;;
16376;;Цвет;ЦВЕТ;S m inan nom sg;;;.   _Цвет_ .  ;т;е;в;ц;;;S;ЦВЕТ;S m inan nom sg;Т
16377;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16378;;;;;;;;;;;;;;;;;
16379;# sent = 1201;;;;;;;;;;;;;;;;
16380;# speaker = А;;;;;;;;;;;;;;;;
16381;# sent = 1202;;;;;;;;;;;;;;;;
16382;;Угу;УГУ;INTJ;;;   _Угу_ .  ;у;г;у;;;;INTJ;УГУ;INTJ;У
16383;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16384;;;;;;;;;;;;;;;;;
16385;# sent = 1203;;;;;;;;;;;;;;;;
16386;;Понятно;ПОНЯТНО;PRAEDIC;;;.   _Понятно_ .  ;о;н;т;я;н;о;ADV;ПОНЯТНО;ADV -;О
16387;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16388;;;;;;;;;;;;;;;;;
16389;# sent = 1204;;;;;;;;;;;;;;;;
16390;# speaker = М;;;;;;;;;;;;;;;;
16391;# sent = 1205;;;;;;;;;;;;;;;;
16392;;Вот;ВОТ;PART;;;   _Вот_ .  ;т;о;в;;;;PART;ВОТ;PART;Т
16393;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16394;;;;;;;;;;;;;;;;;
16395;# sent = 1206;;;;;;;;;;;;;;;;
16396;;Ну;НУ;PART;;;.   _Ну_ меня просто бесила;у;н;;;;;PART;НУ;PART;У
16397;;меня;Я;SPRO sg 1p - acc;;;  Ну _меня_ просто бесила Блум;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;Я
16398;;просто;ПРОСТО;PART;;; Ну меня _просто_ бесила Блум ,;о;т;с;о;р;п;PART;ПРОСТО;PART;О
16399;;бесила;БЕСИТЬ;V ipf praet sg indic f -;;;Ну меня просто _бесила_ Блум , например;а;л;и;с;е;б;V;БЕСИТЬ;V ipf praet sg indic f -;Ь
16400;;Блум;БЛУМ;S m anim nom sg persn;;;меня просто бесила _Блум_ , например ,;м;у;л;б;;;S;БЛУМ;S m anim nom sg;М
16401;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16402;;например;НАПРИМЕР;ADV -;;;бесила Блум , _например_ , она какая-то;р;е;м;и;р;п;ADV;НАПРИМЕР;ADV -;Р
16403;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16404;;она;ОНА;SPRO sg 3p f nom;;;, например , _она_ какая-то  ваще;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А
16405;;какая-то;КАКОЙ-ТО;APRO - nom sg plen f -;;;например , она _какая-то_  ваще ;о;т;-;я;а;к;APRO;КАКОЙ-ТО;A - nom sg plen f -;О
16406;"<distinct form=""";;;;;;;;;;;;;;;;
16407;<dist>;ваще;;;;;;;;;;;;;;;
16408;""">";;;;;;;;;;;;;;;;
16409;;вообще;ВООБЩЕ;ADV -;;; ваще  _вообще_  такая противная;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
16410;</distinct>;;;;;;;;;;;;;;;;
16411;;такая;ТАКОЙ;APRO - nom sg plen f -;;; вообще  _такая_ противная иии вот;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
16412;;противная;ПРОТИВНЫЙ;A - nom sg plen f -;;;вообще  такая _противная_ иии вот .;я;а;н;в;и;т;A;ПРОТИВНЫЙ;A - nom sg plen f -;Й
16413;;иии;И;CONJ;distort;; такая противная _иии_ вот . ;и;и;и;;;;CONJ;ИИИ;S f anim nom sg;И
16414;;вот;ВОТ;PART;;;такая противная иии _вот_ .  ;т;о;в;;;;PART;ВОТ;PART;Т
16415;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16416;;;;;;;;;;;;;;;;;
16417;# sent = 1207;;;;;;;;;;;;;;;;
16418;# speaker = М;;;;;;;;;;;;;;;;
16419;# sent = 1208;;;;;;;;;;;;;;;;
16420;;Еще;ЕЩЕ;ADV -;;;   _Еще_ мне очень нравилось;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16421;;мне;Я;SPRO sg 1p - dat;;;  Еще _мне_ очень нравилось смотреть;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
16422;;очень;ОЧЕНЬ;ADV -;;; Еще мне _очень_ нравилось смотреть эээ;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
16423;;нравилось;НРАВИТЬСЯ;V ipf praet sg indic n -;;;Еще мне очень _нравилось_ смотреть эээ ...;ь;с;о;л;и;в;V;НРАВИТЬСЯ;V ipf praet sg indic n -;Я
16424;;смотреть;СМОТРЕТЬ;V ipf - - inf - -;;;мне очень нравилось _смотреть_ эээ ... ;ь;т;е;р;т;о;V;СМОТРЕТЬ;V ipf - - inf - -;Ь
16425;;эээ;ЭЭЭ;NONLEX;;;очень нравилось смотреть _эээ_ ...  ;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
16426;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16427;;;;;;;;;;;;;;;;;
16428;# sent = 1209;;;;;;;;;;;;;;;;
16429;;Витч;ВИТЧ;S m inan acc sg abbr;new;;...   _Витч_ .  ;ч;т;и;в;;;S;ВИТЧ;S m inan gen sg;Ч
16430;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16431;;;;;;;;;;;;;;;;;
16432;# sent = 1210;;;;;;;;;;;;;;;;
16433;;Вот;ВОТ;PART;;;.   _Вот_ , очень классный;т;о;в;;;;PART;ВОТ;PART;Т
16434;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16435;;очень;ОЧЕНЬ;ADV -;;; Вот , _очень_ классный мультик .;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
16436;;классный;КЛАССНЫЙ;A - nom sg plen m -;;;Вот , очень _классный_ мультик . ;й;ы;н;с;с;а;A;КЛАССНЫЙ;A - nom sg plen m -;Й
16437;;мультик;МУЛЬТИК;S m inan nom sg;;;, очень классный _мультик_ .  ;к;и;т;ь;л;у;S;МУЛЬТИК;S m inan nom sg;К
16438;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16439;;;;;;;;;;;;;;;;;
16440;# sent = 1211;;;;;;;;;;;;;;;;
16441;# speaker = М;;;;;;;;;;;;;;;;
16442;# sent = 1212;;;;;;;;;;;;;;;;
16443;"<distinct form=""";;;;;;;;;;;;;;;;
16444;<dist>;Чё;;;;;;;;;;;;;;;
16445;""">";;;;;;;;;;;;;;;;
16446;;Что;ЧТО;SPRO n inan acc sg;;; Чё  _Что_  еще я;о;т;ч;;;;SPRO;ЧТО;S n - acc sg;О
16447;</distinct>;;;;;;;;;;;;;;;;
16448;;еще;ЕЩЕ;ADV -;;; Что  _еще_ я смотрела .;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16449;;я;Я;SPRO sg 1p - nom;;;Что  еще _я_ смотрела . ;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16450;;смотрела;СМОТРЕТЬ;V ipf praet sg indic f -;;; еще я _смотрела_ .  ;а;л;е;р;т;о;V;СМОТРЕТЬ;V ipf praet sg indic f -;Ь
16451;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16452;;;;;;;;;;;;;;;;;
16453;# sent = 1213;;;;;;;;;;;;;;;;
16454;;Был;БЫТЬ;V ipf praet sg indic m -;;;.   _Был_ еще интересный по;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
16455;;еще;ЕЩЕ;ADV -;;;  Был _еще_ интересный по ;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16456;;интересный;ИНТЕРЕСНЫЙ;A - nom sg plen m -;;; Был еще _интересный_ по  тээнтэ;й;ы;н;с;е;р;A;ИНТЕРЕСНЫЙ;A - nom sg plen m -;Й
16457;;по;ПО;PR;;;Был еще интересный _по_  тээнтэ ;о;п;;;;;PR;ПО;PR;О
16458;"<distinct form=""";;;;;;;;;;;;;;;;
16459;<dist>;тээнтэ;;;;;;;;;;;;;;;
16460;""">";;;;;;;;;;;;;;;;
16461;;ТНТ;ТНТ;S n inan nom sg abbr;;; тээнтэ  _ТНТ_  ... в;т;н;т;;;;S;ТНТ;S - inan nonflex -;Т
16462;</distinct>;;;;;;;;;;;;;;;;
16463;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16464;;в;В;PR;;;"ТНТ  ... _в_ общем : """;в;;;;;;PR;В;PR;В
16465;;общем;ОБЩИЙ;A - loc sg plen m -;;;" ... в _общем_ : "" Ох";м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;Й
16466;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
16467;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16468;;Ох;ОХ;INTJ;;;"общем : "" _Ох_ уж эти детки";х;о;;;;;INTJ;ОХ;INTJ;Х
16469;;уж;УЖ;PART;;;": "" Ох _уж_ эти детки """;ж;у;;;;;PART;УЖ;PART;Ж
16470;;эти;ЭТОТ;APRO - nom pl plen - -;;;""" Ох уж _эти_ детки "" ,";и;т;э;;;;APRO;ЭТОТ;A - nom pl plen - -;Т
16471;;детки;РЕБЕНОЧЕК;S m anim nom pl;;;"Ох уж эти _детки_ "" , потом";и;к;т;е;д;;S;РЕБЕНОЧЕК;S m anim nom pl;К
16472;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16473;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16474;;потом;ПОТОМ;ADV -;;;"детки "" , _потом_ "" Эй Арнольд";м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
16475;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16476;;Эй;ЭЙ;INTJ;;;", потом "" _Эй_ Арнольд "" ";й;э;;;;;INTJ;ЭЙ;INTJ;Й
16477;;Арнольд;АРНОЛЬД;S m anim nom sg persn;;;"потом "" Эй _Арнольд_ ""  ";д;ь;л;о;н;р;S;АРНОЛЬД;S m anim nom sg;Д
16478;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16479;;;;;;;;;;;;;;;;;
16480;# sent = 1214;;;;;;;;;;;;;;;;
16481;# speaker = М;;;;;;;;;;;;;;;;
16482;# sent = 1215;;;;;;;;;;;;;;;;
16483;;ааа;ААА;CONJ;;;   _ааа_   ;а;а;а;;;;CONJ;ААА;CONJ;А
16484;;;;;;;;;;;;;;;;;
16485;# sent = 1216;;;;;;;;;;;;;;;;
16486;# speaker = М;;;;;;;;;;;;;;;;
16487;# sent = 1217;;;;;;;;;;;;;;;;
16488;;Меня;Я;SPRO sg 1p - acc;;;   _Меня_ всегда раздражало ,;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;Я
16489;;всегда;ВСЕГДА;ADV -;;;  Меня _всегда_ раздражало , когда;а;д;г;е;с;в;ADV;ВСЕГДА;ADV -;А
16490;;раздражало;РАЗДРАЖАТЬ;V ipf praet sg indic n -;;; Меня всегда _раздражало_ , когда Арнольд;о;л;а;ж;а;р;V;РАДРАЖАТЬ;V ipf praet sg indic n -;Ь
16491;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16492;;когда;КОГДА;CONJ;;;всегда раздражало , _когда_ Арнольд уходил от;а;д;г;о;к;;CONJ;КОГДА;CONJ;А
16493;;Арнольд;АРНОЛЬД;S m anim nom sg persn;;;раздражало , когда _Арнольд_ уходил от ааа;д;ь;л;о;н;р;S;АРНОЛЬД;S m anim nom sg;Д
16494;;уходил;УХОДИТЬ;V ipf praet sg indic m -;;;, когда Арнольд _уходил_ от ааа Хельги;л;и;д;о;х;у;V;УХОДИТЬ;V ipf praet sg indic m -;Ь
16495;;от;ОТ;PR;;;когда Арнольд уходил _от_ ааа Хельги ,;т;о;;;;;PR;ОТ;PR;Т
16496;;ааа;ААА;INTJ;;;Арнольд уходил от _ааа_ Хельги , кажется;а;а;а;;;;INTJ;ААА;INTJ;А
16497;;Хельги;ХЕЛЬГА;S f anim gen sg persn;;;уходил от ааа _Хельги_ , кажется ,;и;г;ь;л;е;х;S;ХЕЛЬГА;S f anim gen sg;А
16498;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16499;;кажется;КАЖЕТСЯ;ADV -;;;ааа Хельги , _кажется_ , к такой;я;с;т;е;ж;а;ADV;КАЖЕТСЯ;ADV -;Я
16500;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16501;;к;К;PR;;;, кажется , _к_ такой рыжей девочке;к;;;;;;PR;К;PR;К
16502;;такой;ТАКОЙ;APRO - dat sg plen f -;;;кажется , к _такой_ рыжей девочке ...;й;о;к;а;т;;APRO;ТАКОЙ;A - loc sg plen f -;Й
16503;;рыжей;РЫЖИЙ;A - dat sg plen f -;;;, к такой _рыжей_ девочке ... ;й;е;ж;ы;р;;A;РЫЖИЙ;A - loc sg plen f -;Й
16504;;девочке;ДЕВОЧКА;S f anim dat sg;;;к такой рыжей _девочке_ ...  ;е;к;ч;о;в;е;S;ДЕВОЧКА;S f anim dat sg;А
16505;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16506;;;;;;;;;;;;;;;;;
16507;# sent = 1218;;;;;;;;;;;;;;;;
16508;# speaker = М;;;;;;;;;;;;;;;;
16509;# sent = 1219;;;;;;;;;;;;;;;;
16510;;Типо;ТИПО;PART;;;   _Типо_ я хотела ,;о;п;и;т;;;PART;ТИПО;PART;О
16511;;я;Я;SPRO sg 1p - nom;;;  Типо _я_ хотела , чтобы;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16512;;хотела;ХОТЕТЬ;V ipf praet sg indic f -;;; Типо я _хотела_ , чтобы они;а;л;е;т;о;х;V;ХОТЕТЬ;V ipf praet sg indic f -;Ь
16513;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16514;;чтобы;ЧТОБЫ;CONJ;;;я хотела , _чтобы_ они были вместе;ы;б;о;т;ч;;CONJ;ЧТОБЫ;CONJ;Ы
16515;;они;ОНИ;SPRO pl - - nom;;;хотела , чтобы _они_ были вместе !!!;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
16516;;были;БЫТЬ;V ipf praet pl indic - -;;;, чтобы они _были_ вместе !!! ;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -;Ь
16517;;вместе;ВМЕСТЕ;ADV -;;;чтобы они были _вместе_ !!!  ;е;т;с;е;м;в;ADV;ВМЕСТЕ;ADV -;Е
16518;;!!!;!!!;PUNCT;;;;;;;;;;PUNCT;;;
16519;;;;;;;;;;;;;;;;;
16520;# sent = 1220;;;;;;;;;;;;;;;;
16521;# speaker = М;;;;;;;;;;;;;;;;
16522;# sent = 1221;;;;;;;;;;;;;;;;
16523;;И;И;CONJ;;;   _И_ вот , но;и;;;;;;CONJ;И;CONJ;И
16524;;вот;ВОТ;PART;;;  И _вот_ , но ;т;о;в;;;;PART;ВОТ;PART;Т
16525;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16526;;но;НО;CONJ;;;И вот , _но_  чо-то ;о;н;;;;;CONJ;НО;CONJ;О
16527;"<distinct form=""";;;;;;;;;;;;;;;;
16528;<dist>;чо-то;;;;;;;;;;;;;;;
16529;""">";;;;;;;;;;;;;;;;
16530;;что-то;ЧТО-ТО;SPRO n inan nom sg;;; чо-то  _что-то_  не получалось;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
16531;</distinct>;;;;;;;;;;;;;;;;
16532;;не;НЕ;PART;;; что-то  _не_ получалось ... ;е;н;;;;;PART;НЕ;PART;Е
16533;;получалось;ПОЛУЧАТЬСЯ;V ipf praet sg indic n -;;;что-то  не _получалось_ ...  ;ь;с;о;л;а;ч;V;ПОЛУЧАТЬСЯ;V ipf praet sg indic n -;Я
16534;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16535;;;;;;;;;;;;;;;;;
16536;# sent = 1222;;;;;;;;;;;;;;;;
16537;# speaker = М;;;;;;;;;;;;;;;;
16538;# sent = 1223;;;;;;;;;;;;;;;;
16539;;Потом;ПОТОМ;ADV -;;;   _Потом_ еще там был;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
16540;;еще;ЕЩЕ;ADV -;;;  Потом _еще_ там был какой-то;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16541;;там;ТАМ;ADV -;;; Потом еще _там_ был какой-то совершенно;м;а;т;;;;ADV;ТАМ;ADV -;М
16542;;был;БЫТЬ;V ipf praet sg indic m -;;;Потом еще там _был_ какой-то совершенно трешовый;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
16543;;какой-то;КАКОЙ-ТО;APRO - nom sg plen m -;;;еще там был _какой-то_ совершенно трешовый мультик;о;т;-;й;о;к;APRO;КАКОЙ-ТО;A - nom sg plen m -;О
16544;;совершенно;СОВЕРШЕННО;ADV -;;;там был какой-то _совершенно_ трешовый мультик ,;о;н;н;е;ш;р;ADV;СОВЕРШЕННО;ADV -;О
16545;;трешовый;ТРЕШОВЫЙ;A - nom sg plen m -;;;был какой-то совершенно _трешовый_ мультик , который;й;ы;в;о;ш;е;A;ТРЕШОВЫЙ;A - nom sg plen m -;Й
16546;;мультик;МУЛЬТИК;S m inan nom sg;;;какой-то совершенно трешовый _мультик_ , который я;к;и;т;ь;л;у;S;МУЛЬТИК;S m inan nom sg;К
16547;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16548;;который;КОТОРЫЙ;APRO - nom sg plen m -;;;трешовый мультик , _который_ я тоже смотрела;й;ы;р;о;т;о;APRO;КОТОРЫЙ;A - nom sg plen m -;Й
16549;;я;Я;SPRO sg 1p - nom;;;мультик , который _я_ тоже смотрела ;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16550;;тоже;ТОЖЕ;PART;;;, который я _тоже_ смотрела  ;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
16551;;смотрела;СМОТРЕТЬ;V ipf praet sg indic f -;;;который я тоже _смотрела_   ;а;л;е;р;т;о;V;СМОТРЕТЬ;V ipf praet sg indic f -;Ь
16552;;;;;;;;;;;;;;;;;
16553;# sent = 1224;;;;;;;;;;;;;;;;
16554;# speaker = М;;;;;;;;;;;;;;;;
16555;# sent = 1225;;;;;;;;;;;;;;;;
16556;;Про;ПРО;PR;;;   _Про_ каких-то монстров ,;о;р;п;;;;PR;ПРО;PR;О
16557;;каких-то;КАКОЙ-ТО;APRO - gen pl plen - -;;;  Про _каких-то_ монстров , которые;о;т;-;х;и;к;APRO;КАКОЙ-ТО;A - gen pl plen - -;О
16558;;монстров;МОНСТР;S m anim acc pl;;; Про каких-то _монстров_ , которые живут;в;о;р;т;с;н;S;МОНСТР;S m anim gen pl;Р
16559;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16560;;которые;КОТОРЫЙ;APRO - nom pl plen - -;;;каких-то монстров , _которые_ живут где-то в;е;ы;р;о;т;о;APRO;КОТОРЫЙ;A - nom pl plen - -;Й
16561;;живут;ЖИТЬ;V ipf praes pl indic - 3p;;;монстров , которые _живут_ где-то в канализации;т;у;в;и;ж;;V;ЖИТЬ;V ipf praes pl indic - 3p;Ь
16562;;где-то;ГДЕ-ТО;ADV -;;;, которые живут _где-то_ в канализации ,;о;т;-;е;д;г;ADV;ГДЕ-ТО;ADV -;О
16563;;в;В;PR;;;которые живут где-то _в_ канализации , да;в;;;;;;PR;В;PR;В
16564;;канализации;КАНАЛИЗАЦИЯ;S f inan loc sg;;;живут где-то в _канализации_ , да ,;и;и;ц;а;з;и;S;КАНАЛИЗАЦИЯ;S f inan loc sg;Я
16565;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16566;;да;ДА;CONJ;;;в канализации , _да_ , один из;а;д;;;;;CONJ;ДА;CONJ;А
16567;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16568;;один;ОДИН;ANUM - nom sg plen m -;;;, да , _один_ из них был;н;и;д;о;;;ANUM;ОДИН;A - nom sg plen m -;Н
16569;;из;ИЗ;PR;;;да , один _из_ них был типо;з;и;;;;;PR;ИЗ;PR;З
16570;;них;ОНИ;SPRO pl - - gen;;;, один из _них_ был типо жезлом;х;и;н;;;;SPRO;ОНИ;SPRO pl - - loc;И
16571;;был;БЫТЬ;V ipf praet sg indic m -;;;один из них _был_ типо жезлом милиционера;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
16572;;типо;ТИПО;PART;;;из них был _типо_ жезлом милиционера ,;о;п;и;т;;;PART;ТИПО;PART;О
16573;;жезлом;ЖЕЗЛ;S m inan ins sg;;;них был типо _жезлом_ милиционера , такой;м;о;л;з;е;ж;S;ЖЕЗЛ;S m inan ins sg;Л
16574;;милиционера;МИЛИЦИОНЕР;S m anim gen sg;;;был типо жезлом _милиционера_ , такой ...;а;р;е;н;о;и;S;МИЛИЦИОНЕР;S m anim gen sg;Р
16575;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16576;;такой;ТАКОЙ;APRO - nom sg plen f -;;;жезлом милиционера , _такой_ ... полосатое ...;й;о;к;а;т;;APRO;ТАКОЙ;A - loc sg plen f -;Й
16577;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
